Sentences_Chinese,Sentence_Cantonese,label,emo_class
小孩獲救了，但瞿老師永遠離開了我們。,小孩獲救了，但瞿老師永遠離開咗我哋。,1,Sad
”（５月１４日北京晨報）,（ 5月14日北京晨報）,4,Neutral
瞿萬容老師走了，到另外一個世界去看護她的寶寶去了，除了默默地哭泣，我祝瞿老師帶著寶寶們一路走好。,瞿萬容老師走咗，到另外一個世界去睇護她的寶寶去了，除了默默地哭泣，我祝瞿老師監寶寶們一路走好。,1,Sad
我不敢想像孩子的天真是怎樣被毀滅的，我不敢想像瞿老師是怎樣抱著寶寶試圖掙脫死神的魔爪的，我只知道瞿萬容老師勝利了，雖然她把自己的生命交給了死神。,我不敢想像仔嘅天真系點樣被毀滅嘅，我不敢想像瞿老師系點樣抱住寶寶試圖掙脫死神嘅魔爪嘅，我淨系知瞿萬容老師勝利了，雖然佢將自己嘅生命交咗死神。,1,Sad
想你的時候，我哭了。,想你的時候，我喊了。,1,Sad
我哭了，是因為我想你了。,我喊了，系因為我想你了。,1,Sad
在無數個孤單的夜裡，你和我在一起的點點滴滴，我從不曾忘記……,在無數個孤單的夜裡，你和我在一起的點點滴滴，我從不曾忘記......,1,Sad
在多少個無眠的夜晚，仿佛已經數不清自己的淚水，在你的深情中漸漸迷失了自己就像一個無助的小孩……,在幾個無眠的夜晚，仿佛已經數不清自己的淚水，在你的深情中漸漸迷失了自己就像一個無助的小孩......,1,Sad
如果人生可以重來，如果命運可以改變，如果我們的相遇可以重新安排，那麼，請你緊緊地擁我入懷，允許我停靠在你的肩膀哭泣，與你相遇我從來不曾後悔，哪怕是每一個人的責怪，我無法改變我對你那深深的情懷……,如果人生可以重來，如果命運可以改變，如果我們的相遇可以重新安排，那麼，請你緊緊地擁我入懷，允許我停靠在你的肩膀哭泣，與你相遇我從來不曾後悔，哪怕是每一個人的責怪，我無法改變我對你那深深的情懷......,1,Sad
可是你又曾知道在這暗淡的夜色中。,可是你又曾知道在這暗淡的夜色中。,1,Sad
我想你的心卻又無法傳遞。,我想你心卻又無法傳遞。,1,Sad
親愛的，你知道我在想你嗎？,親愛的，你知道我在想你嗎？,1,Sad
不要讓我一個人飛好嗎？,唔好畀我一個人飛好不好？,1,Sad
每一次想你的時候，淚水總會不聽使喚地掉下來，一次一次地答應你，在你的世界，我要做一個堅強的小孩，可是，對不起，我總學不會，請原諒我的脆弱，在我的世界裡，從不曾有＂堅強＂的時候，一切只怪自己太愛你。,唔好畀我一個人飛好不好？,1,Sad
到醫院看過後還是痛。,到醫院睇過後還是痛。,4,Neutral
一個早上起來，覺得天氣特別的好，空氣特別的清晰，樹特別的綠，小鳥特別的活潑，心情也特別的舒暢……哦，這是怎麼了？,一個早上起來，覺得天氣特別的好，空氣特別的清晰，樹特別的綠，小鳥特別的活潑，心情也特別的舒暢...... 哦，呢系點了法？,0,Happy
我問自己。,我問自己。,4,Neutral
突然明白了，是牙不痛了，一顆也不痛了，一點兒也不痛了，全都是乖乖的。,突然明白，系牙唔痛了，一粒都唔痛埋，少少都唔痛埋，全部系乖乖嘅。,0,Happy
我欣喜若狂，又笑又唱，拍拍自己的腮幫子，叩叩自己的牙齒，美的不得了。,我欣喜若狂，又笑又唱，拍拍自己嘅腮幫子，叩叩自己嘅牙齒，美的不得了。,0,Happy
一瞬間，我有一種非常幸福的感覺。,一瞬間，我有一種非常幸福嘅感覺。,0,Happy
春天的腳步輕輕地、輕輕地近了。,春天嘅腳步輕輕地、輕輕地近了。,0,Happy
忽然眼睛很熱，淚水湧了出來。,忽然眼好熱，淚水湧咗出嚟。,0,Happy
可能沒有了愛，只有親情，可能沒有了交流，只有感恩，但是，十幾年的感情豈能一筆勾銷？,可能冇咗要，只有親情，可能冇咗交流，只有感恩，但是，十幾年嘅感情豈能一筆勾銷？,1,Sad
在吵鬧中折磨，在折磨中傷痛，在傷痛中絕望。,在吵鬧中折磨，在折磨中傷痛，在傷痛中絕望。,1,Sad
因對我的信任，我成了和事佬，聽著彼此的心聲，想盡一切辦法讓他們和解，也可能是起到了一點作用，也可能是大哥有了回歸的願望，也可能是嫂子有了改變的想法，情況有了好轉。,因對我嘅信任，我成了和事佬，聽住彼此嘅心聲，想盡一切辦法畀佢哋和解，都可能系起到埋啲作用，都可能系大佬有埋回歸嘅願望，都可能系嫂子有埋改變嘅諗法，情況有了好轉。,0,Happy
站在人流如織的街上，給他們回著短信，仿佛在見證著幸福的再次降臨，享受著陽光的沐浴，我們是如此嚮往春天的溫暖。,企喺人流如織嘅街上，畀佢哋翻住短信，彷佛見證住幸福緊嘅再次降臨，享受住陽光嘅沐浴，我哋系如此嚮往春天嘅溫暖。,0,Happy
一問一答間，果然對上了號，她推開門，也不管我正試衣服呢，說，真是你呀，怎麼變化這麼大。,一問一答間，果然對上了號，她推開門，都唔理我正試衫呢，說，真是你呀，點變化咁大。,0,Happy
原來真是我十多年沒見的同學，只是她我都變了，變得不敢相認了，時間很殘酷，讓她發了福，臉上有了皺紋，我也一樣吧。,原來真是我十多年沒見的同學，只是她我都變了，變得不敢相認了，時間很殘酷，讓她發了福，臉上有了皺紋，我也一樣吧。,1,Sad
興奮地憶起了舊，說起一個個熟悉的名字，一件件好笑的趣事，好像又回到從前，沒有隔閡，沒有距離，沒有顧忌。,原來真是我十多年沒見的同學，只是她我都變了，變得不敢相認了，時間很殘酷，讓她發了福，臉上有了皺紋，我也一樣吧。,0,Happy
我們談起一起吃速食麵的日子，一起唱歌的日子，一起高考的日子，脈絡清晰得讓我吃驚，這些躲藏在記憶深處的東西被我們挖了出來。,我哋傾起一齊食速食麵嘅日子，一起唱歌嘅日子，一齊高考嘅日子，脈絡清晰到令我吃驚，呢啲躲藏喺記憶深處嘅嘢畀我哋挖咗出嚟。,2,Surprise
我真的不敢相信，已過了十多年，更不敢相信，我們都當了媽媽。,我真的不敢相信，已過了十多年，更不敢相信，我們都當了媽媽。,2,Surprise
生活總會給我們驚喜，在某個時段讓你收穫財富，這些財富曾經被我們遺忘過，當再次抓住時，會格外感動，格外珍惜。,生活總會畀我哋驚喜，在某個時段讓你收穫財富，呢啲財富曾經畀我哋遺忘過，當再次抓住時，會格外感動，格外珍惜。,0,Happy
有人思念，是幸福的，想那些被思念的人，也應該是幸福的！,有人思念，系幸福嘅，想那些被思念嘅人，都應該系幸福嘅！,0,Happy
一個不小心，聖誕老人又來了，滿大街都是他燦爛的笑。,一個唔覺意，聖誕老人又嚟咗，滿大街都系佢燦爛嘅笑。,0,Happy
向所有的朋友說聲聖誕快樂！,向所有嘅朋友講聲聖誕快樂！,0,Happy
還說，你不在現場，不可能理解當時的狀況。,仲話，你唔喺現場，不可能理解當時嘅狀況。,4,Neutral
一會手機鈴聲響起，我知道一定是朋友的祝福短信，哈，興奮滿天飛。,會手機鈴聲響起，我知一定系朋友嘅祝福短信，哈，興奮滿天飛。,0,Happy
給她挑了一個會扭著身子跳舞的聖誕老人，還有音樂，提著禮物去接她，交給她時，她故意在同學面前表現出極度興奮的模樣，看來滿足了她小小的虛榮心。,畀佢挑了一個會扭著身子跳舞嘅聖誕老人，仲有音樂，提住禮物去接佢，交畀佢嗰時，佢特登喺同學面前表現出極度興奮嘅模樣，睇嚟滿足咗佢小小嘅虛榮心。,0,Happy
到家，她不寫作業，還耍賴，說好不容易過節，你幫我寫吧，雖然有點不象話，但我很開心。,到家，佢唔寫作業，仲賴地硬，話好不容易過節，你幫我寫吧，雖然有啲冇解，但我好爽。,0,Happy
幫她給爸爸發了短信，一會電話過來，父女倆聊的有來有去，也算在聖誕之夜為她製造了另一種快樂。,幫佢畀爸爸發左短信，會電話過來，父女兩個傾嘅有來有去，都算喺聖誕之夜為她製造了另一種快樂。,0,Happy
週末也沒休息，帶孩子到公園逛，又去上課。,週末都冇休息，帶孩子到公園逛，又去上堂。,1,Sad
賴了一會床，無奈地起來，這時才突然感到了無助感。,賴了一會床，無奈地起來，這時才突然感到了無助感。,1,Sad
只是內心深處，還是有著小小的感動，就像曾經有人說過，在這個城市裡，有人在牽掛你，你就是幸福的。,只系內心深處，還是有著小小嘅感動，就好似曾經有人說過，喺呢個城市入面，有人在牽掛你，你就系幸福嘅。,0,Happy
感冒，讓我在無意中也有著幸福感。,感冒，令我在無意中也有著幸福感。,0,Happy
孩子是老師的鏡子，有什麼樣的老師就有什麼樣的孩子，一個班的班風和班主任老師的性格很相似！,小朋友系老師嘅鏡，有什麼樣嘅老師就有點樣嘅仔，一個班嘅班風和班主任老師嘅性格好相似！,2,Surprise
這些話我今天可算是有了最感性最直接最深切的體會了！,呢啲說話我今日可算是有了最感性最直接最深切的體會了！,0,Happy
今天午睡起床後，我一如往常讓孩子們排好隊，拉著第一個小朋友的手上樓回教室。,今日午睡起身之後，我一如往常讓仔們排好隊，扯住第一個小朋友嘅手上樓回教室。,4,Neutral
我差點沒笑出聲來！,我差啲冇笑出聲嚟！,0,Happy
暗自好笑的同時，我也很受震動！,晻自好笑嘅同時，我都好受震動！,2,Surprise
接聽她的電話，詢問她女兒的病情，開始她還冷靜地訴說著，但慢慢地開始哽咽，極力的壓抑著情感的噴發，同樣作為母親，我強烈地感受著她內心的痛苦和委屈。,接聽她的電話，詢問佢個女嘅病情，開始佢仲冷靜地訴說住，但慢慢地開始哽咽，極力嘅壓抑住情感嘅噴發，同樣作為母親，我強烈地感受住佢內心嘅痛苦同委屈。,1,Sad
她是四個孩子的母親，愛人是優秀教師，十幾年前倒在講臺上，留下三個女兒和一個遺腹子，後來再嫁了一個老實巴交的農民。,佢系四個仔嘅母親，愛人系優秀教師，十幾年前倒在講臺上，留低三個女同一個遺腹子，後尾再嫁咗一個老實巴交嘅農民。,1,Sad
做母親的求人借錢，欠了幾萬外債後借錢無門了，轉而求助我朋友。,做母親的求人借錢，欠了幾萬外債後借錢無門了，轉而求助我朋友。,1,Sad
這不能怪他們，正像一個醫生曾經說過的話：我們每天面對那麼多的病人，只能保持冷靜，如果每次都緊張，精神會出問題的。,唔可以怪佢哋，正像一個醫師曾經口水尾：我哋每日面對咁多嘅病人，只能保持冷靜，如果次次都緊張，精神會出問題嘅。,1,Sad
真是半生奔波苦，一把辛酸淚。,真是半生奔波苦，一把辛酸淚。,1,Sad
妖媚的狐妖，在一聲嘶心咧肺的尖叫聲後，退去美麗的人形，化成了白狐，成全了所有人。,自面媚的狐狐，在一聲嘶心咧肺的尖叫聲後，退去美麗的人形，化成了白狐，成全了所有人。,1,Sad
畫皮最後的淒美，讓我眼角濕潤。,畫皮最後嘅淒美，令我眼角濕潤。,1,Sad
一個溫婉的女人，為了挽救蒼生，挽救心愛的人，忍辱負重，飲下毒酒，瞬間面目猙獰，攬下所有妖的罪行，甘願以死換取別人的幸福。,一個溫婉的女人，為了挽救蒼生，挽救心愛的人，忍辱負重，飲下毒酒，瞬間面目猙獰，攬下所有鬼,1,Sad
